@relation 'MARSYAS_EMPTYdrum_features.arff-weka.filters.unsupervised.attribute.Remove-R121-124-weka.filters.unsupervised.attribute.Remove-R118,120-weka.filters.unsupervised.attribute.Remove-R115-117-weka.filters.unsupervised.attribute.Remove-R110-112-weka.filters.unsupervised.attribute.Remove-R106-107,109-weka.filters.unsupervised.attribute.Remove-R96-104-weka.filters.unsupervised.attribute.Remove-R90-92-weka.filters.unsupervised.attribute.Remove-R86-89-weka.filters.unsupervised.attribute.Remove-R77-84-weka.filters.unsupervised.attribute.Remove-R37-73-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,9-10,13,15-24,28-32,34-35,37,43'

@attribute Mean_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_PeakRatio_Chroma_D_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_PeakRatio_Chroma_B_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_PeakRatio_Chroma_C_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute output {0,1,2}

@data
-74.732155,0.940595,0.137863,0.080718,0.617964,0.000171,0.00016,0.00014,0.014452,15.869584,0.046627,0.392976,0.000094,0.658838,0.015243,0.210743,0.106408,0.000218,0.000226,0.000195,0
-73.86718,1.00495,-0.049934,0.491371,0.570057,0.000134,0.000122,0.000106,0.040829,15.091658,0.165111,0.127523,0.000079,0.395222,0.016502,0.123313,0.141677,0.00019,0.000201,0.000151,0
-74.301647,0.731619,0.449862,1.126369,-0.374191,0.000115,0.000098,0.000083,0.054622,15.252188,0.114697,0.237255,0.000084,0.597275,0.017558,0.148714,0.158555,0.000276,0.000291,0.000126,0
-72.382975,0.843898,0.295398,-0.007769,-0.052205,0.000139,0.000137,0.00013,0.034138,15.270656,0.254904,0.272698,0.000072,0.243851,0.019449,0.150343,0.122359,0.000227,0.000263,0.00024,0
-72.378178,0.656752,0.119932,0.226587,0.491368,0.00012,0.000116,0.000109,0.033026,14.713131,0.063154,0.078577,0.000068,0.327076,0.018295,0.147458,0.104742,0.0002,0.000219,0.000185,0
-75.018087,0.918148,0.363309,0.040052,-0.257659,0.000107,0.000104,0.000097,0.036663,15.973784,0.073322,0.078065,0.00006,0.349755,0.018155,0.142206,0.096092,0.000194,0.000224,0.000188,0
-75.031726,0.573763,0.404087,0.223821,-0.038983,0.000171,0.000145,0.000124,0.02333,15.161333,0.158867,0.107334,0.000119,0.578358,0.008381,0.140567,0.184124,0.000245,0.000274,0.00018,0
-75.875198,0.520789,0.430328,0.276035,0.340052,0.000209,0.000177,0.000157,0.040824,14.714123,0.0365,0.289013,0.00015,0.229708,0.01262,0.128558,0.201216,0.000374,0.000417,0.000239,0
-71.904821,0.252168,0.270324,0.02272,0.159313,0.000153,0.00013,0.000115,0.010169,14.137288,0.214296,0.219172,0.00011,0.761234,0.010831,0.196092,0.124652,0.000265,0.000293,0.000158,0
-74.217833,0.59717,-0.014948,0.495298,0.175191,0.00018,0.000166,0.000145,0.051669,15.470594,0.118551,0.181093,0.000101,1.657673,0.013827,0.194598,0.153435,0.000224,0.000236,0.000204,0
-73.628956,0.753403,-0.011588,0.350684,0.246287,0.000138,0.000126,0.00011,0.03177,15.029052,0.374862,0.161825,0.000079,0.492315,0.014445,0.098006,0.186124,0.000182,0.000191,0.000153,0
-74.176925,0.535915,0.145559,0.390227,0.204626,0.000096,0.000082,0.000069,0.0888,15.165094,0.033146,0.11984,0.000071,0.314087,0.017635,0.126524,0.153328,0.000241,0.000254,0.000106,0
-72.625903,0.751054,0.425424,0.271643,0.333167,0.000132,0.00013,0.000124,0.031639,15.269204,0.231403,0.132007,0.000068,0.245518,0.019218,0.139292,0.130691,0.000216,0.00025,0.000235,0
-72.169844,0.860296,0.491489,-0.112354,-0.016636,0.000122,0.000119,0.000113,0.026891,14.839029,0.383109,0.385353,0.000068,0.227785,0.018583,0.083547,0.115912,0.000202,0.000219,0.000187,0
-74.009109,0.590612,0.458955,0.343564,-0.152618,0.000107,0.000106,0.000102,0.027236,16.263864,0.108431,0.053496,0.000056,0.22605,0.01731,0.140123,0.140909,0.000174,0.000194,0.000192,0
-74.295366,0.785864,0.095166,-0.031118,0.3462,0.000189,0.000159,0.000137,0.008761,15.582462,0.17658,0.202672,0.000133,0.530964,0.010368,0.127088,0.193894,0.000285,0.000319,0.000208,0
-75.165578,0.053246,0.55183,0.422033,0.034832,0.000208,0.000178,0.000158,0.011352,15.461333,0.043209,0.14904,0.000145,0.442143,0.012711,0.142836,0.124585,0.000312,0.000348,0.000216,0
-71.791458,0.490244,0.160184,0.039916,0.127185,0.000171,0.000146,0.000125,0.010063,13.898746,0.425968,0.202001,0.000117,0.779609,0.00941,0.154015,0.159866,0.00024,0.000266,0.000157,0
-74.254509,0.336535,0.191866,0.863067,0.532761,0.000172,0.000155,0.000131,0.021767,15.547529,0.206068,0.248055,0.0001,0.988803,0.016434,0.168296,0.167875,0.000234,0.000249,0.00019,0
-74.968348,0.990766,0.149162,0.417979,0.585675,0.000122,0.000111,0.000097,0.045244,15.742254,0.065154,0.292292,0.000072,0.410253,0.016568,0.0936,0.153268,0.00018,0.000188,0.000137,0
-74.647284,0.465236,-0.18915,0.123812,0.223035,0.000191,0.000175,0.000155,0.035861,16.086412,0.247762,0.389162,0.000111,0.462852,0.018536,0.145738,0.109373,0.000272,0.000286,0.000237,0
-72.863826,0.657831,0.372159,0.009259,0.306941,0.000112,0.000109,0.0001,0.03617,15.083562,0.216002,0.266647,0.00006,0.203349,0.022804,0.101775,0.196097,0.000165,0.000186,0.000216,0
-71.923434,0.960646,0.077246,0.640616,0.849751,0.000123,0.000122,0.000118,0.02987,14.157368,0.332005,0.360038,0.000066,0.183959,0.018358,0.163507,0.141803,0.000212,0.000244,0.000219,0
-75.931071,0.511237,0.717481,0.190408,0.006244,0.000108,0.000105,0.0001,0.023263,16.849751,0.170964,0.103653,0.000061,0.262991,0.022114,0.124776,0.121408,0.000169,0.000178,0.000163,0
-75.789707,1.054852,0.172627,0.239093,-0.149273,0.00018,0.000152,0.000133,0.025967,15.518949,0.202943,0.313827,0.000127,0.415194,0.008976,0.127668,0.150844,0.000273,0.000306,0.000195,0
-75.888,0.480482,0.496477,0.336304,-0.108647,0.000194,0.000164,0.000145,0.071763,14.675136,0.188225,0.147686,0.000141,0.163371,0.010715,0.152969,0.182337,0.000362,0.0004,0.000221,0
-72.763202,0.512116,0.364774,0.2177,0.10236,0.00017,0.000143,0.000126,0.010542,14.338485,0.17665,0.154683,0.000125,0.698894,0.008272,0.200283,0.223783,0.000327,0.000362,0.000195,0
-73.774102,0.382122,-0.300243,0.073617,0.299737,0.000184,0.000168,0.000149,0.02931,15.372267,0.209807,0.191864,0.000108,1.300364,0.016778,0.175352,0.178082,0.000258,0.000273,0.00022,0
-74.971947,1.076293,-0.185868,0.815688,0.280927,0.000094,0.000081,0.00007,0.038249,15.187003,0.132911,0.11261,0.000067,0.434403,0.017595,0.165175,0.134036,0.000226,0.00024,0.00011,0
-72.364513,0.197242,0.347162,0.586961,0.412074,0.000117,0.0001,0.000094,0.022668,15.17883,0.273981,0.395418,0.000092,1.018285,0.01706,0.136243,0.130702,0.000316,0.000337,0.000182,0
-73.160884,0.79987,0.062078,-0.042487,0.348853,0.000125,0.000123,0.000117,0.034014,15.660003,0.190846,0.094311,0.000069,0.241182,0.018784,0.078985,0.155488,0.00023,0.000259,0.000215,0
-72.129736,1.118589,0.503165,0.392952,0.385154,0.00012,0.00012,0.000115,0.033486,14.053417,0.106969,0.141726,0.000064,0.182373,0.018344,0.177124,0.121162,0.000207,0.000238,0.000217,0
-73.478851,0.738543,0.726191,0.116797,-0.058165,0.000105,0.000103,0.000098,0.030724,15.773724,0.190592,0.104005,0.000057,0.239302,0.017603,0.148541,0.141085,0.000174,0.000201,0.000178,0
-73.366609,0.690899,0.408405,0.045975,0.393603,0.000168,0.000142,0.000123,0.00915,15.161077,0.198502,0.216308,0.000117,0.5017,0.009032,0.159034,0.144624,0.000263,0.00029,0.000172,0
-75.780979,0.602419,0.090622,0.257803,0.099049,0.000196,0.000166,0.000145,0.05265,15.006682,0.059233,0.068534,0.000141,0.190613,0.008893,0.19085,0.12207,0.000353,0.000388,0.000203,0
-73.375181,0.361419,0.541824,0.115034,0.122906,0.000167,0.000142,0.000123,0.098309,14.055424,0.317797,0.152637,0.000116,0.21959,0.011007,0.081952,0.146647,0.000237,0.000263,0.000162,0
-74.251343,0.641148,0.042,0.527574,0.012883,0.000109,0.000093,0.000077,0.038226,15.083935,0.161002,0.259203,0.000078,0.665605,0.014446,0.085475,0.210189,0.000258,0.000273,0.000122,0
-74.415632,0.442342,-0.143323,0.299466,0.765319,0.000139,0.00013,0.000117,0.074118,15.371713,0.105584,0.231975,0.000077,0.181045,0.014379,0.116696,0.151186,0.000186,0.000191,0.000165,0
-74.422436,0.461547,0.426196,0.616375,-0.234348,0.000183,0.000166,0.000146,0.09655,15.937319,0.106181,0.160925,0.000112,1.047859,0.015241,0.173473,0.186716,0.00028,0.0003,0.000231,0
-74.403667,0.539868,0.209842,0.48089,0.48159,0.000124,0.000122,0.000116,0.035761,15.265447,0.18995,0.238027,0.000066,0.234928,0.022732,0.137486,0.110222,0.000222,0.000256,0.00022,0
-72.791917,0.382739,-0.011835,0.259896,0.072545,0.000115,0.000115,0.000112,0.0319,14.525365,0.239354,0.249904,0.00006,0.254308,0.020378,0.126024,0.124742,0.000198,0.000226,0.000206,0
-75.442566,0.726971,0.00656,-0.055085,0.066654,0.000091,0.000087,0.000079,0.105208,15.994616,0.157132,0.120146,0.000052,0.041827,0.020339,0.130297,0.098975,0.000138,0.00015,0.000128,0
-75.423763,1.017395,0.291148,0.109554,0.016295,0.000132,0.00011,0.000095,0.008988,15.937572,0.080349,0.20332,0.000099,0.569853,0.00838,0.145931,0.154887,0.000285,0.000317,0.000176,0
-74.799227,0.594316,0.544568,0.398849,0.506313,0.000203,0.000174,0.000155,0.009031,15.078257,0.21508,0.555486,0.000142,0.329645,0.011162,0.127237,0.187127,0.000313,0.000349,0.000218,0
-71.468904,0.537729,0.58498,0.379413,0.286986,0.000189,0.00016,0.000141,0.010878,13.502934,0.26212,0.347342,0.000134,0.682304,0.008835,0.128012,0.114652,0.000282,0.000317,0.000198,0
-72.825884,0.062904,0.277568,0.661127,-0.131103,0.000107,0.000091,0.000079,0.022548,14.524713,0.408534,0.570604,0.000084,0.877269,0.017009,0.179305,0.126928,0.000305,0.000326,0.000151,0
-74.463417,0.39802,0.217707,0.590805,0.450096,0.000104,0.000094,0.00008,0.038767,15.263289,0.247178,0.182867,0.000064,0.480824,0.019929,0.135726,0.15274,0.000186,0.000196,0.000127,0
-74.210935,0.681682,0.306367,0.526821,0.108584,0.000122,0.000107,0.000088,0.04269,15.398461,0.136211,0.163828,0.000082,0.482452,0.020237,0.195328,0.104887,0.000257,0.000272,0.000142,0
-72.854767,0.467558,0.327405,0.053209,0.333761,0.000138,0.000135,0.000126,0.03833,14.862588,0.266123,0.185247,0.000074,0.184967,0.023109,0.13913,0.096218,0.000231,0.000255,0.000214,0
-72.703776,0.517714,0.276758,0.431052,0.54491,0.00012,0.00012,0.000116,0.026531,14.790097,0.50555,0.198198,0.000064,0.257696,0.015892,0.135985,0.123576,0.000202,0.00023,0.000213,0
-74.989095,0.630465,0.354834,-0.132378,0.464396,0.000086,0.00008,0.000073,0.057757,15.886131,0.393544,0.552604,0.000054,0.256703,0.018342,0.164578,0.149868,0.000167,0.000187,0.000155,0
-73.550861,0.735222,0.694165,0.210112,-0.30499,0.000182,0.000154,0.000132,0.007506,15.096392,0.128122,0.264586,0.000126,0.603997,0.008905,0.121131,0.18138,0.000261,0.000293,0.000194,0
-75.956606,0.705428,0.45211,0.61317,0.354856,0.000191,0.000161,0.000142,0.06939,14.960372,0.053131,0.186279,0.000139,0.164303,0.00983,0.179356,0.122386,0.000357,0.000394,0.000213,0
-71.896099,0.455526,0.146658,0.106147,0.145688,0.000172,0.000147,0.000131,0.032499,13.255535,0.237275,0.194763,0.000123,0.259259,0.009774,0.148648,0.135535,0.000301,0.000338,0.000211,0
-72.001375,0.373393,0.137352,0.392479,0.179423,0.000182,0.000168,0.000148,0.015414,15.172893,0.216292,0.17821,0.000104,0.609961,0.015387,0.147982,0.154324,0.000241,0.000254,0.000212,0
-72.47249,1.032815,0.359663,0.418115,0.181657,0.000096,0.000083,0.000084,0.017359,15.01174,0.078933,0.163174,0.000076,0.359343,0.017043,0.128902,0.138887,0.000275,0.000288,0.000146,0
-74.037337,0.458326,0.412539,0.680475,0.037165,0.000112,0.000096,0.000081,0.055607,15.387155,0.252732,0.124399,0.000081,0.798739,0.018143,0.180894,0.141013,0.000259,0.000273,0.00012,0
-72.546104,0.861931,0.320428,0.413301,0.447265,0.000121,0.000118,0.000113,0.036617,15.029492,0.294849,0.231905,0.000067,0.190374,0.020425,0.097872,0.149202,0.000231,0.000263,0.00021,0
-72.62804,0.643454,0.603013,0.369299,-0.164448,0.000116,0.000116,0.000113,0.029472,14.675952,0.086419,0.475575,0.000062,0.237105,0.018925,0.137839,0.128791,0.000205,0.000233,0.000207,0
-75.109849,0.660806,0.425609,-0.032453,-0.001806,0.000098,0.000098,0.000093,0.028638,16.664101,0.047157,0.059536,0.000052,0.196892,0.017173,0.163054,0.156062,0.000168,0.000193,0.000174,0
-75.681425,0.9209,0.379612,0.535034,0.042033,0.000139,0.000115,0.0001,0.075875,15.172126,0.212649,0.106201,0.000104,0.310202,0.00708,0.218097,0.199289,0.000298,0.000331,0.000182,0
-76.29935,0.993541,0.148148,0.591872,0.012894,0.00019,0.000161,0.000142,0.10375,15.1546,0.305609,0.163465,0.00014,0.055525,0.011329,0.106916,0.14311,0.000367,0.000405,0.00022,0
-72.129007,0.77509,0.317121,0.27665,0.124903,0.000176,0.00015,0.000132,0.009621,14.312106,0.132457,0.161045,0.000121,0.509307,0.009332,0.176487,0.149262,0.000249,0.000275,0.000163,0
-74.513467,0.113957,0.492335,0.328598,0.512969,0.000154,0.000141,0.000121,0.034286,15.516643,0.177617,0.049535,0.000088,0.847777,0.016983,0.159833,0.127494,0.000217,0.000229,0.000179,0
-72.416601,0.876482,0.450269,0.707206,0.340993,0.000091,0.000079,0.00007,0.012356,14.427126,0.086577,0.039132,0.000066,0.288328,0.013666,0.171105,0.139087,0.000231,0.000246,0.000115,0
-74.678619,0.476015,0.074276,0.02455,0.20681,0.000153,0.000141,0.000126,0.020651,15.8235,0.23225,0.166334,0.000088,0.347136,0.017418,0.121687,0.156622,0.00022,0.000229,0.00018,0
-71.916579,0.969652,0.160341,0.366751,0.304837,0.000129,0.000126,0.000118,0.030818,14.936491,0.044121,0.094305,0.000073,0.248133,0.020983,0.179634,0.12016,0.000248,0.000279,0.000222,0
-73.785924,0.668461,-0.058073,-0.033681,0.207127,0.000116,0.000116,0.000112,0.031878,15.32176,0.1435,0.101457,0.000061,0.239727,0.01861,0.107983,0.117536,0.000201,0.000232,0.000213,0
-75.041248,0.986306,0.622757,-0.207536,-0.184404,0.00009,0.000085,0.000077,0.046331,15.941919,0.030711,0.050578,0.000055,0.188457,0.01951,0.105435,0.157417,0.000155,0.000168,0.000128,0
-75.95514,-0.021583,0.075227,-0.029345,0.14275,0.000173,0.000146,0.000129,0.060124,14.970004,0.0951,0.21269,0.000128,0.364519,0.008785,0.157018,0.202366,0.000354,0.000397,0.000245,0
-76.257946,0.429664,0.583619,0.162825,0.144922,0.000209,0.000178,0.000156,0.052753,14.975554,0.160117,0.095245,0.000151,0.275164,0.012976,0.204741,0.159945,0.00039,0.000432,0.000241,0
-73.593734,0.306201,0.745793,0.643607,-0.200919,0.000172,0.000147,0.000127,0.079738,14.312787,0.149271,0.237799,0.000118,0.599107,0.009364,0.171022,0.166635,0.00024,0.000267,0.000167,0
-74.457759,0.827775,0.128603,0.574438,0.426287,0.000168,0.000154,0.000136,0.044136,15.54123,0.115176,0.073598,0.000099,0.558291,0.017778,0.140701,0.147284,0.000246,0.000259,0.00021,0
-74.411579,0.740786,0.077479,0.697191,0.234266,0.000151,0.000138,0.00012,0.093389,15.664208,0.253846,0.029896,0.000086,0.614254,0.013115,0.171384,0.096587,0.000197,0.000208,0.000169,0
-72.266282,0.614002,0.318129,0.420359,-0.204623,0.00011,0.000094,0.00008,0.017872,14.650524,0.317514,0.112874,0.000081,0.93462,0.015487,0.211058,0.167274,0.000279,0.000295,0.000126,0
-72.380311,1.062727,-0.233487,0.181924,0.39349,0.000126,0.000121,0.00011,0.030629,15.282073,0.227064,0.268642,0.000072,0.192651,0.019989,0.115186,0.145157,0.000194,0.000211,0.000184,0
-72.400388,0.45012,0.735106,0.516894,0.094399,0.000119,0.000119,0.000117,0.027249,14.654618,0.046507,0.417105,0.000065,0.248955,0.019017,0.178085,0.117764,0.000216,0.000243,0.000205,0
-72.933183,0.333789,0.300099,0.215737,0.075516,0.000104,0.000103,0.000098,0.026625,15.371431,0.129915,0.146041,0.000054,0.199695,0.016954,0.130727,0.123657,0.000176,0.000195,0.000188,0
-75.634782,1.121439,0.482218,0.031114,-0.036302,0.00014,0.000118,0.000104,0.030913,15.201772,0.059732,0.124127,0.000106,0.446519,0.008211,0.161235,0.238144,0.000314,0.000349,0.000193,0
-75.563659,0.978907,0.379886,0.034583,0.359761,0.000188,0.000161,0.000142,0.023544,14.828915,0.052067,0.348745,0.000132,0.402198,0.009316,0.185893,0.127352,0.000321,0.000353,0.000193,0
-73.475977,0.260734,0.349646,0.261227,0.415237,0.000183,0.000156,0.00014,0.015854,13.712116,0.32496,0.432847,0.00013,0.682985,0.010085,0.150028,0.252902,0.000302,0.000339,0.000209,0
-74.577057,0.935689,0.00061,0.298332,-0.035607,0.000154,0.000143,0.000125,0.055731,15.596786,0.11343,0.181043,0.000087,0.599063,0.016034,0.232975,0.219114,0.000216,0.000225,0.000181,0
-72.637803,0.503992,-0.14101,0.06552,0.136938,0.000127,0.000109,0.000102,0.022256,15.051784,0.108119,0.322091,0.000096,0.598675,0.016578,0.105968,0.113233,0.000303,0.000331,0.000181,0
-72.349913,0.373613,0.15146,0.319809,0.019335,0.000115,0.000098,0.000092,0.019703,14.886219,0.126601,0.19281,0.000091,0.619704,0.016828,0.186486,0.12668,0.000314,0.000334,0.000178,0
-71.946652,0.854216,0.368951,0.129164,0.279102,0.000131,0.000126,0.000117,0.032928,15.077972,0.111002,0.146869,0.000073,0.201142,0.021044,0.142157,0.114752,0.000229,0.000252,0.000207,0
-72.558002,0.594359,0.221762,0.154215,0.221468,0.000116,0.000116,0.000113,0.028925,14.438539,0.090642,0.134352,0.000062,0.321271,0.018673,0.105912,0.130463,0.000202,0.000231,0.000208,0
-73.97563,0.830322,0.648839,0.302174,-0.214422,0.000094,0.000088,0.00008,0.025628,16.328764,0.061803,0.123489,0.000057,0.182216,0.01971,0.135886,0.135532,0.000187,0.000204,0.000176,0
-73.845043,0.526633,0.602759,0.431079,0.033603,0.000166,0.000139,0.000123,0.007759,14.735778,0.183378,0.147698,0.000125,0.484155,0.008543,0.111161,0.162966,0.00035,0.000392,0.000229,0
-75.662028,0.514467,0.708785,0.101814,0.17084,0.00019,0.000163,0.000144,0.009737,15.750202,0.189031,0.212387,0.00013,0.384204,0.010222,0.180204,0.174006,0.000271,0.0003,0.000182,0
-72.537671,0.381837,0.472853,0.210029,0.159991,0.000155,0.000132,0.000114,0.073077,13.687815,0.1767,0.163786,0.000106,0.454132,0.00739,0.13364,0.135977,0.000226,0.00025,0.000143,0
-74.404985,0.286678,0.09227,0.275543,0.102354,0.000161,0.000149,0.000131,0.026324,15.512877,0.276609,0.103326,0.000089,0.392018,0.015846,0.133695,0.138572,0.000205,0.000214,0.000183,0
-74.174722,0.994956,0.128148,0.505991,0.414585,0.000137,0.000124,0.000107,0.044458,15.437841,0.139914,0.228272,0.000079,0.370203,0.014105,0.124139,0.097825,0.000185,0.000196,0.000147,0
-71.754518,0.412375,0.043146,0.698795,0.155578,0.000131,0.000112,0.000103,0.018659,14.662355,0.177402,0.179761,0.000102,0.922182,0.015781,0.177894,0.143691,0.000336,0.000364,0.000199,0
-71.877295,1.054529,-0.097264,0.18654,0.247425,0.000123,0.000118,0.000109,0.033245,14.839438,0.102679,0.10016,0.000071,0.241576,0.021187,0.186516,0.175043,0.00021,0.000229,0.000191,0
-72.359831,0.677675,0.333347,0.494705,0.186084,0.000119,0.000119,0.000116,0.027359,14.635369,0.292922,0.186075,0.000064,0.220045,0.017803,0.192351,0.129179,0.000209,0.000235,0.000202,0
-74.677461,0.486683,0.463265,0.668296,-0.125453,0.000111,0.000109,0.000106,0.028024,16.734453,0.093225,0.153122,0.00006,0.177164,0.017564,0.146361,0.122457,0.000194,0.000212,0.000189,0
-73.429335,0.683296,0.387032,0.67989,0.020568,0.000186,0.000157,0.000138,0.006663,14.728425,0.399849,0.109077,0.000134,0.608708,0.006928,0.116985,0.183079,0.000301,0.00034,0.000226,0
-75.871933,0.889252,-0.007417,0.294718,0.33018,0.000239,0.000206,0.000183,0.074711,14.523305,0.179574,0.135967,0.000167,0.179992,0.010609,0.176852,0.156688,0.000393,0.000441,0.000279,0
-72.482746,0.020671,-0.054319,0.472412,0.098043,0.000187,0.000159,0.000141,0.010138,14.109982,0.179957,0.192521,0.000132,1.004723,0.009256,0.184966,0.201446,0.00028,0.000314,0.000197,0
-74.411346,0.519616,0.390363,0.163826,0.796687,0.000109,0.000094,0.000078,0.042462,15.228343,0.103482,0.187222,0.000077,0.588282,0.015727,0.09526,0.170872,0.000248,0.000262,0.000121,0
-75.018638,0.599386,0.172408,0.535993,0.220957,0.000094,0.000081,0.00007,0.10047,15.443667,0.436507,0.052397,0.000067,0.253749,0.0168,0.076791,0.127551,0.000226,0.000239,0.000108,0
-74.674012,0.398718,0.044349,0.46655,0.068893,0.000114,0.000097,0.000082,0.107889,15.467441,0.146012,0.160055,0.000085,1.058001,0.016129,0.162818,0.179868,0.000291,0.000308,0.000132,0
-72.831958,0.679845,0.40174,0.43954,-0.001376,0.000108,0.000102,0.000092,0.036686,14.660473,0.13697,0.038878,0.000067,0.195644,0.023591,0.13377,0.143647,0.00021,0.000233,0.00019,0
-72.345679,0.612048,0.365728,0.455547,0.072542,0.000117,0.000116,0.000114,0.026107,14.451204,0.073889,0.295783,0.000063,0.249628,0.018914,0.186222,0.147982,0.000208,0.000235,0.000201,0
-74.656208,1.000379,0.667412,0.026743,-0.140707,0.000102,0.000094,0.000085,0.031662,16.075805,0.079858,0.05056,0.000064,0.337483,0.016298,0.139979,0.167179,0.000168,0.000185,0.000139,0
-75.409942,0.834516,-0.024102,0.053305,0.071178,0.000148,0.000126,0.000111,0.044476,15.076672,0.08785,0.096976,0.000103,0.359068,0.009786,0.137121,0.185256,0.000256,0.000282,0.000167,0
-77.373661,0.405079,0.59558,0.604182,-0.067096,0.000199,0.000169,0.00015,0.095392,15.493061,0.044346,0.256017,0.000144,0.181951,0.009676,0.123623,0.175449,0.000373,0.000413,0.000232,0
-73.612895,0.546729,0.10681,-0.095685,0.1068,0.000182,0.000155,0.000136,0.008298,15.128586,0.197701,0.272629,0.000125,0.677818,0.009291,0.200628,0.215967,0.000255,0.000284,0.000171,0
-71.639996,0.388339,0.137528,0.253036,0.341009,0.000134,0.000115,0.000108,0.015812,14.45871,0.268788,0.111047,0.000101,1.046998,0.012957,0.153675,0.155301,0.000321,0.000349,0.000197,0
-75.469289,1.241511,-0.067015,0.534612,0.043109,0.00013,0.000118,0.000102,0.062527,16.186042,0.116488,0.029348,0.000077,0.332977,0.015756,0.085513,0.133098,0.000189,0.000199,0.000145,0
-75.538328,0.74401,0.407131,0.557807,0.006244,0.000114,0.000097,0.000082,0.043021,16.171506,0.153093,0.138877,0.000081,0.845118,0.01704,0.152414,0.1476,0.000257,0.000271,0.000123,0
-72.950573,1.064105,0.583983,0.653765,-0.004639,0.000125,0.000123,0.000117,0.036388,15.411418,0.038677,0.158921,0.000068,0.224284,0.019812,0.184811,0.153931,0.000227,0.000255,0.000215,0
-72.107306,0.108529,0.230961,-0.030252,0.207475,0.000118,0.000118,0.000115,0.031395,14.216965,0.134402,0.110364,0.000062,0.278178,0.018283,0.139999,0.135316,0.000206,0.000235,0.00021,0
-74.747885,0.918393,0.234327,0.089684,-0.426891,0.000109,0.000104,0.000096,0.029537,15.793296,0.313726,0.124077,0.000066,0.329489,0.016758,0.183253,0.124319,0.000212,0.000242,0.000176,0
-74.663227,0.686008,-0.06269,-0.194493,0.254729,0.00015,0.000128,0.000112,0.010003,15.637383,0.116251,0.099684,0.000104,0.437524,0.009801,0.158844,0.227427,0.000235,0.000259,0.000159,0
-74.86516,0.733921,0.122704,0.869945,0.165327,0.00022,0.000189,0.000166,0.009826,15.329413,0.469322,0.080492,0.000151,0.356545,0.010867,0.151749,0.116736,0.000315,0.000351,0.00022,0
-73.359719,0.766104,0.202775,-0.013493,0.339535,0.000183,0.000155,0.000138,0.052735,13.976727,0.169047,0.122544,0.000131,0.238673,0.009728,0.224503,0.213789,0.000287,0.000322,0.000195,0
-71.781531,0.366921,0.019072,0.477018,-0.101987,0.000175,0.000163,0.000143,0.015219,14.794085,0.126371,0.241051,0.000098,0.970762,0.015205,0.165567,0.192869,0.000226,0.000237,0.000205,0
